Date,Open,High,Low,Close,Adj Close,Volume
1993-04-23,43.843750,43.968750,43.687500,43.750000,25.638502,106000
1993-04-26,43.781250,43.937500,43.281250,43.406250,25.437067,62600
1993-04-27,43.343750,43.875000,43.343750,43.875000,25.711756,156800
1993-04-28,43.812500,43.906250,43.718750,43.781250,25.656811,85900
1993-04-29,43.875000,43.968750,43.625000,43.968750,25.766706,85000
1993-04-30,44.125000,44.281250,44.031250,44.031250,25.803331,88500
1993-05-03,44.093750,44.312500,43.906250,44.312500,25.968134,80500
1993-05-04,44.406250,44.625000,44.343750,44.468750,26.059700,149100
1993-05-05,44.468750,44.750000,44.468750,44.593750,26.132957,109000
1993-05-06,44.531250,44.562500,44.406250,44.437500,26.041397,54700
1993-05-07,44.468750,44.468750,44.281250,44.343750,25.986448,68000
1993-05-10,44.406250,44.687500,44.406250,44.437500,26.041397,113900
1993-05-11,44.437500,44.625000,44.312500,44.625000,26.151258,42600
1993-05-12,44.437500,44.593750,44.437500,44.562500,26.114658,31000
1993-05-13,44.375000,44.375000,44.000000,44.031250,25.803331,129100
1993-05-14,44.031250,44.156250,43.968750,44.000000,25.785011,63500
1993-05-17,44.125000,44.156250,43.937500,44.156250,25.876589,34000
1993-05-18,44.187500,44.218750,43.968750,44.125000,25.858261,105200
1993-05-19,44.125000,45.031250,43.843750,45.031250,26.389347,50200
1993-05-20,45.031250,45.156250,44.937500,45.156250,26.462599,98200
1993-05-21,45.187500,45.250000,44.718750,44.750000,26.224543,221400
1993-05-24,44.843750,45.093750,44.843750,44.937500,26.334402,30500
1993-05-25,45.125000,45.125000,45.031250,45.031250,26.389347,191800
1993-05-26,45.156250,45.625000,45.125000,45.593750,26.718983,102400
1993-05-27,45.656250,45.656250,45.375000,45.437500,26.627420,53800
1993-05-28,45.406250,45.406250,45.000000,45.218750,26.499228,79100
1993-06-01,45.375000,45.812500,45.312500,45.656250,26.755606,28300
1993-06-02,45.531250,45.750000,45.343750,45.593750,26.718983,20300
1993-06-03,45.500000,45.500000,45.343750,45.437500,26.627420,21600
1993-06-04,45.312500,45.312500,45.093750,45.281250,26.535854,32000
1993-06-07,45.375000,45.375000,45.125000,45.125000,26.444281,121400
1993-06-08,45.000000,45.000000,44.718750,44.718750,26.206209,104500
1993-06-09,44.875000,45.062500,44.812500,44.875000,26.297777,43300
1993-06-10,44.843750,44.937500,44.750000,44.906250,26.316090,17900
1993-06-11,45.062500,45.156250,44.906250,45.093750,26.425978,647400
1993-06-14,45.156250,45.187500,45.031250,45.031250,26.389347,64200
1993-06-15,45.093750,45.125000,44.937500,44.937500,26.334402,142400
1993-06-16,44.937500,45.031250,44.812500,45.031250,26.389347,330900
1993-06-17,45.125000,45.187500,45.031250,45.187500,26.480915,37400
1993-06-18,44.843750,44.843750,44.500000,44.500000,26.262842,58500
1993-06-21,44.625000,44.625000,44.531250,44.593750,26.318169,29300
1993-06-22,44.656250,44.656250,44.562500,44.625000,26.336603,137500
1993-06-23,44.625000,44.625000,44.218750,44.218750,26.096859,227600
1993-06-24,44.343750,44.812500,44.343750,44.812500,26.447277,243700
1993-06-25,44.781250,44.906250,44.750000,44.781250,26.428831,44800
1993-06-28,45.000000,45.281250,44.937500,45.281250,26.723911,439900
1993-06-29,45.218750,45.218750,45.000000,45.062500,26.594807,207500
1993-06-30,45.125000,45.218750,45.000000,45.062500,26.594807,437600
1993-07-01,45.125000,45.125000,44.875000,44.937500,26.521036,605700
1993-07-02,44.781250,44.812500,44.531250,44.687500,26.373501,285400
1993-07-06,44.625000,44.750000,44.156250,44.218750,26.096859,246400
1993-07-07,44.187500,44.406250,44.187500,44.343750,26.170626,343700
1993-07-08,44.375000,44.937500,44.312500,44.843750,26.465717,248200
1993-07-09,44.843750,44.968750,44.750000,44.968750,26.539488,378200
1993-07-12,44.906250,44.968750,44.843750,44.937500,26.521036,373700
1993-07-13,44.968750,45.093750,44.656250,44.906250,26.502594,389600
1993-07-14,44.937500,45.187500,44.906250,45.062500,26.594807,617300
1993-07-15,45.031250,45.031250,44.781250,44.875000,26.484156,443800
1993-07-16,44.906250,44.937500,44.687500,44.750000,26.410387,216400
1993-07-19,44.750000,44.750000,44.593750,44.718750,26.391941,188200
1993-07-20,44.687500,44.843750,44.468750,44.843750,26.465717,68500
1993-07-21,44.781250,44.812500,44.656250,44.812500,26.447277,142700
1993-07-22,44.750000,44.812500,44.500000,44.500000,26.262842,632400
1993-07-23,44.593750,44.718750,44.562500,44.718750,26.391941,286200
1993-07-26,44.843750,45.062500,44.843750,44.968750,26.539488,121300
1993-07-27,45.000000,45.031250,44.781250,44.937500,26.521036,92800
1993-07-28,44.843750,44.937500,44.781250,44.843750,26.465717,30800
1993-07-29,44.937500,45.218750,44.875000,45.093750,26.613255,331000
1993-07-30,45.093750,45.093750,44.781250,44.843750,26.465717,75300
1993-08-02,44.906250,45.125000,44.906250,44.968750,26.539488,41300
1993-08-03,45.062500,45.187500,44.843750,45.000000,26.557926,81600
1993-08-04,45.000000,45.093750,44.875000,45.000000,26.557926,434000
1993-08-05,45.000000,45.000000,44.843750,44.906250,26.502594,36800
1993-08-06,45.031250,45.062500,44.906250,44.968750,26.539488,402300
1993-08-09,45.093750,45.343750,45.000000,45.218750,26.687037,828200
1993-08-10,45.187500,45.218750,45.125000,45.187500,26.668583,604900
1993-08-11,45.156250,45.312500,45.156250,45.187500,26.668583,542200
1993-08-12,45.312500,45.312500,44.906250,45.062500,26.594807,303700
1993-08-13,45.093750,45.156250,45.093750,45.125000,26.631706,103500
1993-08-16,45.156250,45.500000,45.156250,45.375000,26.779236,241800
1993-08-17,45.343750,45.531250,45.343750,45.531250,26.871449,369300
1993-08-18,45.687500,45.875000,45.656250,45.781250,27.019009,414300
1993-08-19,45.812500,45.812500,45.718750,45.781250,27.019009,28500
1993-08-20,45.687500,45.812500,45.656250,45.812500,27.037449,80700
1993-08-23,45.625000,45.750000,45.625000,45.718750,26.982111,15600
1993-08-24,45.718750,46.218750,45.718750,46.218750,27.277199,273400
1993-08-25,46.218750,46.437500,46.156250,46.250000,27.295650,242300
1993-08-26,46.281250,46.531250,46.093750,46.281250,27.314110,120000
1993-08-27,46.156250,46.250000,46.156250,46.250000,27.295650,25700
1993-08-30,46.281250,46.500000,46.281250,46.437500,27.406321,183500
1993-08-31,46.406250,46.562500,46.343750,46.562500,27.480072,66500
1993-09-01,46.406250,46.593750,46.406250,46.500000,27.443180,136500
1993-09-02,46.531250,46.593750,46.312500,46.343750,27.350975,472400
1993-09-03,46.312500,46.437500,46.250000,46.375000,27.369423,630500
1993-09-07,46.375000,46.437500,46.000000,46.062500,27.184988,196400
1993-09-08,46.062500,46.062500,45.593750,45.906250,27.092762,269900
1993-09-09,45.718750,46.031250,45.718750,46.000000,27.148104,239200
1993-09-10,46.125000,46.437500,46.062500,46.406250,27.387865,106500
1993-09-13,46.562500,46.562500,46.437500,46.437500,27.406321,66900
1993-09-14,46.312500,46.312500,46.093750,46.250000,27.295650,184500
1993-09-15,46.062500,46.406250,45.906250,46.375000,27.369423,101000
1993-09-16,46.312500,46.343750,46.156250,46.187500,27.258760,54300
1993-09-17,45.875000,45.906250,45.750000,45.812500,27.205919,200900
1993-09-20,45.875000,45.968750,45.437500,45.437500,26.983234,57800
1993-09-21,45.500000,45.562500,44.812500,45.281250,26.890434,318200
1993-09-22,45.437500,45.718750,45.375000,45.656250,27.113119,439700
1993-09-23,45.781250,45.937500,45.718750,45.906250,27.261576,88500
1993-09-24,45.843750,45.875000,45.718750,45.781250,27.187344,53500
1993-09-27,46.125000,46.281250,46.125000,46.281250,27.484293,274600
1993-09-28,46.312500,46.312500,46.156250,46.187500,27.428593,158300
1993-09-29,46.187500,46.312500,45.968750,46.031250,27.335817,221000
1993-09-30,46.031250,46.125000,45.843750,45.937500,27.280149,99300
1993-10-01,45.875000,46.218750,45.812500,46.156250,27.410053,22700
1993-10-04,46.218750,46.218750,46.093750,46.218750,27.447157,1038500
1993-10-05,46.312500,46.312500,46.000000,46.156250,27.410053,436500
1993-10-06,46.187500,46.375000,46.125000,46.125000,27.391481,209200
1993-10-07,46.187500,46.187500,45.968750,46.000000,27.317259,59400
1993-10-08,46.125000,46.156250,45.718750,46.062500,27.354374,54400
1993-10-11,46.156250,46.250000,46.156250,46.156250,27.410053,467100
1993-10-12,46.218750,46.250000,46.187500,46.218750,27.447157,26200
1993-10-13,46.250000,46.250000,46.156250,46.218750,27.447157,139100
1993-10-14,46.406250,46.812500,46.281250,46.812500,27.799767,108100
1993-10-15,47.031250,47.156250,46.906250,47.062500,27.948223,1502500
1993-10-18,47.031250,47.031250,46.875000,46.937500,27.873999,722400
1993-10-19,46.875000,46.968750,46.593750,46.593750,27.669857,880100
1993-10-20,46.750000,46.750000,46.562500,46.656250,27.706976,230400
1993-10-21,46.687500,46.687500,46.531250,46.593750,27.669857,56200
1993-10-22,46.656250,46.843750,46.375000,46.375000,27.539957,390700
1993-10-25,46.406250,46.562500,46.281250,46.500000,27.614183,114500
1993-10-26,46.468750,46.500000,46.312500,46.468750,27.595625,186200
1993-10-27,46.406250,46.531250,46.406250,46.500000,27.614183,118400
1993-10-28,46.562500,46.968750,46.562500,46.843750,27.818308,129600
1993-10-29,46.812500,46.875000,46.781250,46.843750,27.818308,80700
1993-11-01,46.781250,47.000000,46.781250,46.968750,27.892559,36400
1993-11-02,46.906250,47.000000,46.656250,46.937500,27.873999,262100
1993-11-03,46.906250,46.906250,46.125000,46.343750,27.521395,479100
1993-11-04,46.343750,46.343750,45.812500,45.843750,27.224468,130400
1993-11-05,45.718750,46.062500,45.531250,46.062500,27.354374,363200
1993-11-08,46.093750,46.250000,45.968750,46.125000,27.391481,367600
1993-11-09,46.437500,46.468750,46.125000,46.156250,27.410053,246900
1993-11-10,46.156250,46.500000,46.031250,46.500000,27.614183,46500
1993-11-11,46.500000,46.625000,46.343750,46.375000,27.539957,88900
1993-11-12,46.468750,46.750000,46.437500,46.593750,27.669857,108200
1993-11-15,46.687500,46.687500,46.437500,46.562500,27.651291,243300
1993-11-16,46.656250,46.812500,46.468750,46.781250,27.781214,492600
1993-11-17,46.812500,46.812500,46.406250,46.531250,27.632734,39600
1993-11-18,46.468750,46.562500,46.281250,46.406250,27.558514,240800
1993-11-19,46.250000,46.375000,46.218750,46.312500,27.502825,106000
1993-11-22,46.187500,46.218750,45.875000,46.031250,27.335817,165300
1993-11-23,46.281250,46.312500,46.031250,46.281250,27.484293,89700
1993-11-24,46.406250,46.500000,46.343750,46.468750,27.595625,77200
1993-11-26,46.593750,46.593750,46.468750,46.500000,27.614183,1019800
1993-11-29,46.625000,46.718750,46.312500,46.312500,27.502825,517500
1993-11-30,46.281250,46.562500,46.250000,46.343750,27.521395,230000
1993-12-01,46.593750,46.625000,46.406250,46.406250,27.558514,379200
1993-12-02,46.500000,46.562500,46.406250,46.531250,27.632734,352000
1993-12-03,46.500000,46.718750,46.500000,46.718750,27.744093,306000
1993-12-06,46.781250,46.937500,46.781250,46.875000,27.836872,99500
1993-12-07,46.875000,46.906250,46.781250,46.843750,27.818308,88800
1993-12-08,46.843750,46.843750,46.781250,46.843750,27.818308,146700
1993-12-09,46.843750,46.906250,46.625000,46.687500,27.725531,416500
1993-12-10,46.718750,46.718750,46.500000,46.593750,27.669857,412900
1993-12-13,46.593750,46.875000,46.531250,46.875000,27.836872,273200
1993-12-14,46.906250,46.906250,46.531250,46.531250,27.632734,41900
1993-12-15,46.593750,46.625000,46.468750,46.468750,27.595625,82600
1993-12-16,46.656250,46.656250,46.562500,46.625000,27.688417,78200
1993-12-17,46.406250,46.593750,46.375000,46.562500,27.840595,104700
1993-12-20,46.531250,46.656250,46.500000,46.625000,27.877964,68800
1993-12-21,46.562500,46.562500,46.406250,46.468750,27.784531,205700
1993-12-22,46.593750,46.812500,46.500000,46.781250,27.971390,410300
1993-12-23,46.750000,46.843750,46.687500,46.750000,27.952707,533800
1993-12-27,46.750000,47.000000,46.750000,47.000000,28.102173,447100
1993-12-28,46.968750,47.125000,46.937500,47.093750,28.158222,880600
1993-12-29,47.125000,47.156250,47.000000,47.031250,28.120861,266700
1993-12-30,47.000000,47.000000,46.750000,46.843750,28.008728,219900
1993-12-31,46.937500,47.000000,46.562500,46.593750,27.859272,312900
1994-01-03,46.593750,46.656250,46.406250,46.468750,27.784531,960900
1994-01-04,46.531250,46.656250,46.468750,46.656250,27.896641,164300
1994-01-05,46.718750,46.781250,46.531250,46.750000,27.952707,710900
1994-01-06,46.812500,46.843750,46.687500,46.750000,27.952707,201000
1994-01-07,46.843750,47.062500,46.718750,47.031250,28.120861,775500
1994-01-10,47.093750,47.593750,46.968750,47.593750,28.457188,593700
1994-01-11,47.562500,47.562500,47.343750,47.500000,28.401136,295200
1994-01-12,47.531250,47.531250,47.187500,47.343750,28.307709,158400
1994-01-13,47.218750,47.312500,47.156250,47.218750,28.232967,244300
1994-01-14,47.375000,47.500000,47.375000,47.406250,28.345085,137200
1994-01-17,47.406250,47.468750,47.312500,47.406250,28.345085,17700
1994-01-18,47.468750,47.531250,47.375000,47.468750,28.382456,166400
1994-01-19,47.406250,47.468750,47.250000,47.343750,28.307709,200800
1994-01-20,47.406250,47.500000,47.375000,47.468750,28.382456,281100
1994-01-21,47.531250,47.531250,47.343750,47.375000,28.326408,85600
1994-01-24,47.343750,47.562500,47.187500,47.187500,28.214287,373800
1994-01-25,47.218750,47.250000,47.093750,47.187500,28.214287,310400
1994-01-26,47.187500,47.343750,47.125000,47.312500,28.289030,145100
1994-01-27,47.406250,47.812500,47.343750,47.750000,28.550613,344500
1994-01-28,47.937500,48.031250,47.875000,47.875000,28.625349,356500
1994-01-31,48.062500,48.312500,48.000000,48.218750,28.830893,313800
1994-02-01,48.156250,48.156250,47.906250,47.968750,28.681427,303600
1994-02-02,48.125000,48.281250,48.093750,48.281250,28.868250,307600
1994-02-03,48.187500,48.187500,47.906250,48.062500,28.737471,466100
1994-02-04,48.062500,48.125000,46.968750,46.968750,28.083490,1403200
1994-02-07,46.843750,47.312500,46.843750,47.187500,28.214287,516400
1994-02-08,47.281250,47.281250,47.031250,47.218750,28.232967,188200
1994-02-09,47.250000,47.437500,47.187500,47.406250,28.345085,144600
1994-02-10,47.375000,47.406250,47.000000,47.000000,28.102173,883900
1994-02-11,47.031250,47.281250,46.812500,47.156250,28.195599,519400
1994-02-14,47.062500,47.375000,47.000000,47.218750,28.232967,2742100
1994-02-15,47.312500,47.500000,47.250000,47.468750,28.382456,374700
1994-02-16,47.531250,47.531250,47.343750,47.437500,28.363768,287600
1994-02-17,47.656250,47.687500,47.031250,47.156250,28.195599,342400
1994-02-18,47.187500,47.218750,46.750000,46.875000,28.027441,313300
1994-02-22,47.000000,47.343750,47.000000,47.343750,28.307709,154500
1994-02-23,47.406250,47.437500,47.062500,47.218750,28.232967,391700
1994-02-24,47.062500,47.062500,46.562500,46.593750,27.859272,770800
1994-02-25,46.656250,46.812500,46.562500,46.812500,27.990068,531300
1994-02-28,46.937500,47.062500,46.812500,46.812500,27.990068,333000
1994-03-01,46.812500,46.906250,46.375000,46.625000,27.877964,423600
1994-03-02,46.031250,46.687500,45.906250,46.687500,27.915335,581500
1994-03-03,46.625000,46.625000,46.437500,46.562500,27.840595,223200
1994-03-04,46.562500,46.812500,46.406250,46.687500,27.915335,595800
1994-03-07,46.843750,47.000000,46.843750,46.937500,28.064810,539800
1994-03-08,46.968750,46.968750,46.687500,46.750000,27.952707,880300
1994-03-09,46.812500,47.000000,46.593750,46.968750,28.083490,2500100
1994-03-10,46.937500,46.937500,46.437500,46.593750,27.859272,207400
1994-03-11,46.656250,46.906250,46.406250,46.843750,28.008728,576600
1994-03-14,47.031250,47.031250,46.843750,46.906250,28.046125,345900
1994-03-15,47.000000,47.093750,46.843750,46.875000,28.027441,748600
1994-03-16,46.937500,47.250000,46.781250,47.250000,28.251657,455500
1994-03-17,47.093750,47.312500,47.093750,47.250000,28.251657,133000
1994-03-18,46.750000,47.031250,46.718750,46.968750,28.245491,365500
1994-03-21,46.812500,46.937500,46.718750,46.843750,28.170300,324800
1994-03-22,46.843750,47.062500,46.750000,46.968750,28.245491,435700
1994-03-23,46.937500,47.062500,46.906250,46.937500,28.226700,698500
1994-03-24,46.750000,46.843750,46.156250,46.375000,27.888418,1200500
1994-03-25,46.406250,46.531250,45.937500,45.937500,27.625326,100900
1994-03-28,46.000000,46.062500,45.593750,46.000000,27.662916,1117200
1994-03-29,46.000000,46.031250,45.093750,45.093750,27.117933,338400
1994-03-30,45.125000,45.250000,44.468750,44.468750,26.742069,1123900
1994-03-31,44.468750,44.687500,43.531250,44.593750,26.817242,788800
1994-04-04,43.343750,44.031250,43.343750,43.906250,26.403807,2627300
1994-04-05,44.343750,44.812500,44.343750,44.812500,26.948795,1179000
1994-04-06,44.875000,44.906250,44.500000,44.812500,26.948795,516500
1994-04-07,44.781250,45.125000,44.531250,45.031250,27.080339,666100
1994-04-08,44.937500,44.937500,44.468750,44.687500,26.873617,242400
1994-04-11,44.812500,45.062500,44.703125,44.875000,26.986383,203300
1994-04-12,44.921875,45.000000,44.718750,44.812500,26.948795,1409200
1994-04-13,44.796875,44.906250,44.250000,44.578125,26.807859,364100
1994-04-14,44.500000,44.828125,44.406250,44.593750,26.817242,419900
1994-04-15,44.578125,44.781250,44.515625,44.593750,26.817242,387300
1994-04-18,44.640625,44.765625,44.156250,44.296875,26.638714,369100
1994-04-19,44.250000,44.531250,43.984375,44.359375,26.676296,472200
1994-04-20,44.406250,44.515625,44.078125,44.312500,26.648106,508000
1994-04-21,44.500000,44.968750,44.343750,44.906250,27.005180,200300
1994-04-22,45.015625,45.046875,44.734375,44.859375,26.976984,301800
1994-04-25,44.843750,45.359375,44.843750,45.328125,27.258862,394600
1994-04-26,45.265625,45.343750,45.187500,45.281250,27.230688,399000
1994-04-28,45.187500,45.250000,44.812500,44.953125,27.033361,287000
1994-04-29,44.875000,45.156250,44.812500,45.093750,27.117933,481900
1994-05-02,45.093750,45.718750,44.937500,45.375000,27.287056,275000
1994-05-03,45.390625,45.406250,45.062500,45.328125,27.258862,183400
1994-05-04,45.421875,45.421875,45.078125,45.250000,27.211901,401900
1994-05-05,45.296875,45.375000,45.187500,45.187500,27.174307,659800
1994-05-06,44.968750,44.968750,44.593750,44.750000,26.911209,216300
1994-05-09,44.625000,44.750000,44.281250,44.359375,26.676296,499300
1994-05-10,44.578125,44.843750,44.546875,44.703125,26.883013,583400
1994-05-11,44.656250,44.718750,44.171875,44.296875,26.638714,210600
1994-05-12,44.578125,44.625000,44.406250,44.515625,26.770252,305200
1994-05-13,44.640625,44.640625,44.296875,44.515625,26.770252,321300
1994-05-16,44.609375,44.750000,44.515625,44.531250,26.779654,450400
1994-05-17,44.562500,45.187500,44.500000,45.187500,27.174307,470200
1994-05-18,45.218750,45.687500,45.015625,45.515625,27.371622,824800
1994-05-19,45.421875,45.859375,45.421875,45.734375,27.503174,531000
1994-05-20,45.656250,45.687500,45.500000,45.562500,27.399826,370400
1994-05-23,45.515625,45.531250,45.343750,45.484375,27.352831,262700
1994-05-24,45.609375,45.843750,45.609375,45.671875,27.465588,549600
1994-05-25,45.500000,45.828125,45.343750,45.796875,27.540762,738200
1994-05-26,45.781250,45.937500,45.734375,45.828125,27.559553,369600
1994-05-27,45.750000,45.875000,45.671875,45.875000,27.587751,162000
1994-05-31,45.734375,45.906250,45.656250,45.812500,27.550159,160000
1994-06-01,45.703125,46.015625,45.562500,46.015625,27.672304,200500
1994-06-02,46.046875,46.046875,45.890625,45.968750,27.644123,55100
1994-06-03,46.000000,46.390625,45.859375,46.234375,27.803862,550400
1994-06-06,46.328125,46.468750,46.187500,46.218750,27.794472,99300
1994-06-07,46.140625,46.218750,46.031250,46.156250,27.756893,120600
1994-06-08,46.265625,46.265625,45.781250,45.781250,27.531374,131900
1994-06-09,45.984375,46.031250,45.890625,46.031250,27.681700,80500
1994-06-10,46.078125,46.203125,46.078125,46.109375,27.728689,83100
1994-06-13,46.046875,46.187500,46.031250,46.171875,27.766275,109700
1994-06-14,46.312500,46.546875,46.312500,46.531250,27.982393,161000
1994-06-15,46.546875,46.562500,46.312500,46.343750,27.869633,142800
1994-06-16,46.343750,46.468750,46.296875,46.437500,27.926016,44000
1994-06-17,46.156250,46.203125,45.812500,45.875000,27.770153,403800
1994-06-20,45.546875,45.625000,45.437500,45.484375,27.533670,137400
1994-06-21,45.453125,45.453125,44.906250,45.093750,27.297228,139200
1994-06-22,45.218750,45.421875,45.171875,45.265625,27.401264,279900
1994-06-23,45.343750,45.406250,44.937500,45.000000,27.240458,922500
1994-06-24,44.781250,44.781250,44.000000,44.062500,26.672956,353800
1994-06-27,44.234375,44.828125,44.015625,44.828125,27.136429,371200
1994-06-28,44.843750,44.843750,44.250000,44.609375,27.004007,5382300
1994-06-29,44.671875,45.015625,44.625000,44.750000,27.089134,311800
1994-06-30,44.828125,44.843750,44.312500,44.468750,26.918861,271900
1994-07-01,44.687500,44.687500,44.375000,44.562500,26.975628,406900
1994-07-05,44.656250,44.859375,44.515625,44.796875,27.117514,112000
1994-07-06,44.625000,44.812500,44.468750,44.734375,27.079657,174800
1994-07-07,44.734375,44.921875,44.687500,44.921875,27.193159,66700
1994-07-08,44.640625,44.984375,44.625000,44.906250,27.183710,148400
1994-07-11,44.937500,45.015625,44.531250,44.750000,27.089134,124000
1994-07-12,44.765625,44.828125,44.515625,44.812500,27.126953,257300
1994-07-13,44.828125,45.031250,44.828125,44.890625,27.174261,532700
1994-07-14,45.109375,45.468750,45.078125,45.375000,27.467464,494200
1994-07-15,45.343750,45.484375,45.328125,45.390625,27.476929,49100
1994-07-18,45.390625,45.578125,45.390625,45.468750,27.524214,72300
1994-07-19,45.546875,45.562500,45.375000,45.375000,27.467464,609500
1994-07-20,45.406250,45.406250,45.062500,45.171875,27.344501,185300
1994-07-21,45.171875,45.296875,45.078125,45.265625,27.401264,86300
1994-07-22,45.375000,45.406250,45.250000,45.343750,27.448547,151600
1994-07-25,45.359375,45.453125,45.312500,45.406250,27.486393,120900
1994-07-26,45.390625,45.421875,45.312500,45.359375,27.457998,489600
1994-07-27,45.359375,45.359375,45.171875,45.359375,27.457998,83200
1994-07-28,45.359375,45.578125,45.359375,45.453125,27.514751,828200
1994-07-29,45.765625,46.046875,45.750000,45.906250,27.789055,459100
1994-08-01,45.937500,46.156250,45.890625,46.125000,27.921465,486300
1994-08-02,46.281250,46.375000,46.031250,46.187500,27.959293,505500
1994-08-03,46.171875,46.234375,46.093750,46.203125,27.968775,144100
1994-08-04,46.171875,46.218750,45.921875,45.937500,27.807976,231700
1994-08-05,45.703125,45.843750,45.656250,45.781250,27.713381,138400
1994-08-08,45.828125,45.937500,45.781250,45.890625,27.779591,328600
1994-08-09,45.718750,45.968750,45.718750,45.968750,27.826881,105900
1994-08-10,46.000000,46.187500,45.937500,46.140625,27.930944,840300
1994-08-11,46.031250,46.234375,45.734375,45.968750,27.826881,876200
1994-08-12,46.046875,46.343750,46.046875,46.328125,28.044426,184100
1994-08-15,46.375000,46.484375,46.312500,46.312500,28.034962,325900
1994-08-16,46.343750,46.687500,46.156250,46.640625,28.233610,1089500
1994-08-17,46.703125,46.734375,46.578125,46.609375,28.214682,133700
1994-08-18,46.453125,46.562500,46.406250,46.453125,28.120111,620000
1994-08-19,46.468750,46.515625,46.312500,46.421875,28.101175,103200
1994-08-22,46.437500,46.437500,46.281250,46.375000,28.072809,79700
1994-08-23,46.578125,46.859375,46.515625,46.640625,28.233610,268600
1994-08-24,46.687500,47.140625,46.671875,47.140625,28.536270,254700
1994-08-25,47.093750,47.203125,46.890625,47.015625,28.460592,147400
